PetID,pf0,pf1,pf2,pf3,pf4,pf5,pf6,pf7,pf8,pf9
45d2ddcb8,33.413525,33.847572,33.640434,34.005173,33.334625,35.697964,33.44933,34.81741,35.919537,34.41785
259b10a3e,45.15777,43.265102,41.03301,42.743237,43.270985,41.446594,42.335506,42.0522,42.623962,44.30797
d2490c888,41.072372,38.280598,40.737274,38.892548,39.06723,40.05205,40.944786,38.511864,39.127964,40.56265
2c93c0c11,34.761047,33.877438,35.609646,33.292805,33.953796,33.33272,32.149044,34.20276,34.842598,35.15811
35593da00,43.277325,41.03144,39.87522,43.0707,42.46218,43.1511,41.08978,41.80415,41.080658,42.680973
4cc70e613,43.50918,43.529083,42.05079,40.81807,42.894318,42.576458,40.860825,42.471756,42.306007,41.363796
ff125cf8d,43.46541,42.83658,41.09336,39.86499,40.494022,40.907303,41.699165,42.703957,41.683426,41.849407
c30dd6e9a,70.98672,74.162384,74.97365,72.99084,69.39951,67.53386,70.43164,71.93005,72.80688,69.92164
be9474b85,37.04222,38.056572,37.409874,36.994213,35.36389,39.60918,37.796604,39.076687,37.907402,37.936096
815f4cc08,37.28571,36.25294,36.229862,36.254932,36.178967,36.147648,36.059475,36.587204,37.03791,38.3024
ec5069cf6,51.832645,51.420532,51.587563,53.28343,52.86682,51.02021,50.821293,51.48345,50.667965,51.027912
867308404,47.58239,48.851276,47.76373,53.175133,50.56718,51.89132,50.589634,50.157715,51.68078,49.82175
e9df3ead7,39.14868,40.017223,38.645462,41.34492,39.540234,41.58605,40.451714,41.0467,41.764996,40.018425
258667857,49.00504,51.684647,46.69383,48.129196,48.214054,47.488667,49.206905,50.25119,49.854313,50.4275
fd3172797,59.985847,58.31218,57.659485,56.19406,60.625595,62.02897,55.736816,56.04493,58.92862,57.190735
8df0bb3b3,43.358128,40.93742,41.25962,43.590157,38.74343,39.932487,40.454178,39.811485,41.1976,43.336308
3d0752cd9,32.8699,33.690113,31.636232,30.733797,33.726894,32.86248,32.461845,33.371864,34.778206,33.3267
22051ab84,40.569214,41.445915,39.407604,40.869064,40.75351,38.14122,40.111286,41.740208,41.212433,39.863438
370fe2afb,45.107155,45.31256,42.52052,44.151993,44.24707,43.147514,43.329666,44.407494,46.296925,45.547695
dd308e46b,36.63579,36.630016,37.451176,34.8051,36.567314,35.70039,36.057465,36.173973,38.36036,36.698864
6a763a055,51.931213,49.56509,49.58541,47.593475,47.333767,46.382492,48.79709,50.700043,49.28764,49.860157
5e4154870,43.56344,44.313053,44.44226,45.91165,44.220913,43.706474,46.128094,47.004078,47.15845,44.11373
a44d42407,51.996452,58.461124,56.393097,57.879555,54.378933,54.556595,57.722813,54.550713,56.108845,57.190865
cc8401c02,35.0889,35.294636,36.852516,32.584484,32.909863,32.8873,32.421616,34.51109,34.298203,37.724335
0f24b6cd6,31.461731,32.46945,32.63641,33.586754,31.449465,31.605148,32.74908,32.164062,31.030746,32.924026
49bb70e36,43.541695,47.35951,45.04529,45.876278,45.139835,44.468838,45.48582,46.060276,45.75974,47.884186
43ddb2eb4,51.514954,50.41197,51.734787,47.175694,46.567062,45.54744,46.62655,44.220028,47.884117,50.50656
dae92dd61,68.920044,69.250336,72.43512,69.207565,70.29178,63.812065,67.77127,69.97626,70.9113,68.02252
a6ac8884b,39.02591,38.03381,35.213055,38.51089,37.45996,36.411224,37.95885,37.686623,38.05675,40.593666
60ce9e319,29.157322,30.2845,27.209234,28.515608,28.17127,25.321108,27.228352,28.548187,28.126917,28.810879
5247209aa,34.875412,37.97168,33.04162,36.09211,35.37341,34.075073,36.000626,36.449604,35.233326,35.648365
19b1f4263,29.682674,29.085531,29.168976,31.646357,29.341236,30.07693,31.458685,31.719408,31.721848,30.201744
d50e11ec5,33.74086,33.743702,32.00911,33.75522,32.316803,34.770332,33.892143,33.79133,33.904358,35.621086
4407e70f3,35.275795,33.255615,32.76851,35.712204,32.487602,33.574112,32.441853,33.77015,33.057983,33.947422
27b6e5aca,28.398232,27.829573,27.097977,27.068924,26.856297,28.891594,28.671936,29.276838,28.141838,28.175554
80ebea85c,50.159252,52.370358,52.146618,48.888313,53.551857,48.278236,50.31713,51.24571,48.892185,49.971752
1bf1f95ef,30.530416,28.874525,31.012264,30.481096,29.146729,29.357534,31.186897,31.669485,32.09732,30.027279
cdab8ba8e,31.354803,32.45815,32.072563,32.105045,31.529041,31.660036,32.326565,34.41217,31.83973,30.915216
b84dad49f,34.33418,33.397205,32.293606,33.350582,34.416073,31.88076,32.74842,33.991417,33.890644,33.563717
f0a2122d4,36.36743,35.52154,33.662903,34.260853,32.300087,34.856014,34.810017,35.60564,33.28496,36.46208
1104fe6bb,50.028187,46.723194,44.343655,46.646038,46.149082,49.590664,46.583553,47.012733,47.719646,44.908115
46d88ca3e,59.525574,59.140842,57.815903,57.42042,60.59844,60.17505,59.380978,58.336086,60.19007,59.71878
b99d5d532,42.343636,38.436096,41.61624,40.40698,38.413574,40.003326,38.94462,39.478573,41.26958,40.7722
b9429dc85,51.25745,52.4302,52.174355,52.06508,52.777786,49.181816,52.179485,50.06539,50.54782,50.898026
c61f6507e,56.27598,55.821217,54.44511,53.451687,57.495327,53.42415,54.625137,53.989403,56.44116,57.291813
e464fcd4b,50.186317,52.44854,50.703526,50.930275,49.77512,48.89629,51.748943,52.30861,51.83574,52.33117
86379f12f,51.22812,52.726513,52.308826,50.608963,48.56381,49.403915,49.217422,49.029903,50.100906,52.85456
55fcdea2f,46.550102,45.0566,44.880554,44.455326,46.901073,45.379387,44.100433,46.85075,45.368,45.62447
392d3346e,42.36714,40.796,38.62363,41.366272,42.796993,42.791386,42.532383,41.851093,39.7052,42.84523
33db028cb,35.485653,35.420574,35.534714,37.09045,36.515297,36.888496,36.889385,37.81006,36.861195,37.305035
35c0c3aca,32.69402,31.891705,32.654934,33.729027,32.102905,31.885273,31.372374,30.944078,32.612846,32.465847
d080818c3,44.763653,45.784615,42.902187,46.390774,44.853355,47.500042,44.80161,46.987686,45.476646,46.215496
6f0cb510a,39.033092,38.98305,39.759525,39.15524,38.209373,40.377064,36.279533,36.544724,40.41736,38.65158
61ac3c78c,50.71799,48.56197,46.869312,48.091534,43.964325,45.44043,49.27923,45.96426,47.038536,49.43471
368b2adc1,33.94344,32.460068,32.696262,31.605032,32.709724,32.345573,32.28166,34.527187,33.833828,32.481476
2e4c1faf7,30.654835,31.732677,29.577765,32.54724,28.391186,29.797888,31.699678,30.203945,29.299301,32.08054
a85a1c8c3,29.455954,27.673603,30.365664,30.629135,29.419416,29.911972,30.113033,28.191544,30.772179,29.309105
25c7d6c3b,35.5727,34.468937,32.251568,34.52696,34.327297,32.736423,34.131096,35.686264,34.463394,32.866226
0b819602d,33.685932,33.853813,32.640743,34.685074,31.265112,31.551289,32.20937,32.98779,33.745438,32.32185
4c594983d,27.445204,28.841904,27.309036,28.100088,26.20688,27.768051,26.41342,27.254385,29.360485,29.24252
05f99fc56,39.345387,42.043922,37.151546,38.02877,38.843433,38.419704,40.37827,40.257027,39.198685,38.481674
1dfadc371,27.898941,27.087969,27.451223,28.104288,26.359495,27.841982,26.67018,28.041576,26.447578,27.385483
6d9b202c9,40.27463,36.8968,31.990818,36.182804,35.40555,35.056274,35.35386,35.313244,37.38242,37.224476
54791dc58,49.968033,49.019527,43.46507,49.845047,45.313675,47.462376,48.330284,46.87906,46.029976,47.819645
b36616178,31.339369,31.241407,31.72245,32.84176,32.446495,30.055601,32.806458,32.699986,31.29206,30.247438
2ac4dd8c2,35.91585,41.9134,36.74176,37.830242,34.024296,40.688946,40.192036,41.968937,40.144188,40.591694
29f54c6ff,37.277935,35.827126,32.54719,36.95469,37.77241,36.737026,37.116302,35.097874,35.789265,36.76322
48b418070,33.678036,34.893784,33.397427,32.082714,33.533802,35.07371,34.45783,32.57265,33.856594,33.979687
c7eac7b01,37.168114,36.073307,37.913696,38.93151,34.516888,38.29395,37.13832,36.402134,37.327335,36.94774
8e0d65b3e,50.49481,47.982906,48.741768,50.715523,48.41484,50.565983,50.645233,51.140724,49.148716,51.394005
9a34ddc8b,31.469679,31.082335,29.620243,29.355186,29.248524,30.765694,31.630993,31.007046,29.382866,32.122242
ff9f62e79,22.961275,23.214684,24.187796,24.365011,21.253878,23.277996,22.964214,22.678883,22.652718,23.30928
4a6ee5d02,25.44026,23.860111,23.206717,24.87901,23.487633,23.30751,24.16238,25.583366,24.09492,24.72516
474bccd75,51.58168,47.764687,48.173225,48.844154,50.826485,52.578228,50.88582,48.892418,49.486332,50.436108
e4abb93bf,43.577694,46.340717,43.761997,42.07254,44.232216,44.23235,44.392933,44.474983,47.157585,44.287674
120805f93,38.34032,39.455902,38.429565,39.218513,39.302315,37.24107,41.07466,37.998013,36.84213,38.45786
2acf3fdce,39.67951,42.363255,41.222866,41.626377,40.4502,41.51517,39.658306,42.542107,40.961624,41.70456
e1ecc1b26,33.24469,34.17114,34.111115,35.394344,33.325176,34.025772,33.53692,34.330063,35.021736,33.933296
a8cdba660,43.72337,45.59271,43.988167,46.511753,45.363815,45.93173,41.79605,45.229713,44.29081,44.92495
9bcd62ef1,40.974373,38.750496,41.015194,40.36195,38.8644,38.97635,41.34921,42.105698,41.63903,42.145912
c3f2f166d,34.818,34.794277,35.101624,34.42179,34.87049,33.452023,35.719685,34.103073,34.660015,35.79316
687e9c33c,32.421127,31.830627,30.391237,29.656061,31.574291,32.43962,29.53264,30.635525,31.391096,30.879684
bb5f471dd,42.608788,41.835117,39.475353,37.030384,39.034637,38.477413,39.171963,41.079132,41.887726,39.11286
0aaf6976a,40.62945,40.189083,40.445793,43.814022,38.41423,38.5878,39.385723,37.162,39.171844,38.9028
45600eaab,39.50636,40.60908,39.20267,41.10731,40.39264,39.48711,40.607265,40.10896,39.099915,38.70522
dcba09ff1,33.855446,33.778015,32.909355,32.016693,32.433353,35.60533,32.1453,34.59092,33.94615,34.426014
d7f938acd,31.164902,30.474207,28.520151,28.815832,30.882448,28.650097,31.393293,31.092161,28.652344,31.352734
ea11b6f12,46.840405,47.051426,44.484787,46.26348,43.68254,49.33919,44.72307,46.863144,49.71501,47.519222
3332eb59c,44.314938,41.16771,39.98057,41.387222,40.339188,44.179134,41.982834,42.430775,42.956985,43.74992
594e3dc3f,41.343468,42.47523,38.98976,43.551945,38.935112,42.392967,41.005093,41.139107,41.406673,40.80783
fbb112b7e,37.12379,36.509087,38.163826,35.646637,36.540657,36.492706,35.767593,36.84399,36.807034,38.38844
d14d62508,51.09756,49.966003,51.908596,50.46897,53.36393,51.477074,50.594883,51.689156,53.92619,50.82638
5de61cf6b,30.287134,31.391773,29.880684,30.909622,30.455326,29.13918,30.496765,30.440218,29.701536,30.875673
b9590d4de,48.225113,46.846134,47.0464,52.650185,48.815815,47.369934,49.593918,46.821743,49.115574,48.192444
747c82f83,46.51953,46.72481,42.313324,45.639683,45.752274,44.286728,46.081684,46.469368,46.498863,46.303146
3004c3401,26.507885,24.89125,25.129562,27.517262,24.593483,26.70178,27.133957,27.150139,25.67639,26.337421
c737c30d7,31.465778,31.790777,29.783607,28.392618,31.005129,30.604843,30.452782,30.394632,30.819553,31.914154
03b0568b3,33.647182,33.10572,31.198221,32.443733,33.56497,32.818565,31.51744,33.931847,33.031525,32.262352
987baa1c7,38.35551,39.89474,38.45824,38.157036,36.90535,35.50038,34.92697,36.221786,38.31323,38.738735
70b3d1f9c,31.721363,31.15582,30.48389,29.901834,31.299501,29.950354,31.407509,31.077211,30.657032,30.599096
27456ec0f,32.437637,33.613495,33.296276,34.117256,31.780788,33.988094,34.130646,34.667797,32.20631,32.873962
5c28a8cec,32.986534,31.234512,29.286497,30.171516,31.229445,31.497631,30.898878,31.108322,30.908056,33.052193
2c8ae4c7e,37.858307,35.340065,36.12202,37.423714,34.72475,38.462074,36.37522,35.89723,37.34388,38.564686
cd7bea671,40.95889,40.899475,40.59937,39.623146,39.812504,40.669144,39.889442,39.854973,42.001297,42.634598
7bda94ad0,29.114347,31.113852,30.448568,29.779297,30.209404,28.149176,31.963787,29.111122,29.367546,30.28385
ab4b4681b,36.65161,36.04226,36.50514,37.581646,36.923813,36.12131,37.224457,37.243233,38.029297,35.539787
aa189a931,47.319664,48.542366,44.465702,46.033566,46.29502,46.19978,46.347927,49.037926,48.2946,47.82198
d0bc14f47,36.66425,35.19736,36.831905,35.808365,37.096085,35.41043,35.111942,35.082752,35.418884,35.902054
3b4a987ba,50.541298,51.18904,53.576725,56.64836,50.718,55.64803,51.33345,53.617184,54.307873,51.15965
1bbb46822,50.217377,50.53981,48.795578,51.509647,50.152958,51.408577,49.34492,49.017017,50.269848,51.874916
5c546c236,35.922016,34.560413,34.295265,33.14479,34.854992,34.103603,36.199554,33.803627,34.619995,34.140987
702bee848,44.18868,43.520714,43.388374,42.983,43.156967,44.161907,42.35404,43.792603,42.4411,42.47339
66757255c,34.22872,31.755144,32.87549,33.381878,33.30471,33.424904,32.967575,35.829487,35.479652,34.2637
0b0f596b5,48.030876,46.342583,44.806526,44.773884,46.20137,44.47137,44.9273,45.59674,47.435726,45.203777
938bcf142,45.28448,45.677963,44.93823,42.623528,43.018757,43.54207,44.539223,42.811707,45.44765,44.65458
bea72e6c5,31.598166,32.218216,31.497904,31.840357,32.619843,34.224735,32.497704,34.18129,33.979816,33.835648
52e555a3a,62.536972,64.23639,64.93,63.49662,63.734013,61.91245,62.538086,64.1893,65.46322,62.08831
3998bcfec,33.542046,33.63933,31.661224,33.331554,32.253613,34.355465,33.708336,32.675488,31.626213,33.41231
e62e5aa26,24.590603,25.330526,21.861584,23.36739,23.962746,25.311666,24.58881,24.705246,25.626675,25.989119
933e0a3e8,34.503693,34.610493,33.15306,35.315575,33.440296,33.071117,36.90934,32.74154,35.44673,34.994896
1eb8a0278,71.06644,74.46168,70.72367,67.86019,67.49024,65.549484,66.47233,68.20631,70.50614,71.267715
d5df16a32,34.157166,35.47286,31.933668,33.66791,32.51293,31.92654,34.44308,32.793728,33.523064,33.667362
06296e4e2,32.305714,32.80894,31.777664,34.66149,32.82176,33.439022,32.80365,33.781857,30.20238,31.425795
207d61997,70.90307,68.62375,72.2694,70.05856,68.91891,69.55253,69.30209,70.769516,70.087204,67.69538
38a81271c,37.6581,38.162575,36.874622,39.936974,39.12674,38.685917,40.33362,38.522503,37.02319,38.84419
65d10be4d,41.77454,43.084946,40.854614,42.6151,40.405746,42.58381,43.008507,43.277145,43.44321,41.987835
c7b468b32,45.14414,44.013752,43.41607,41.55732,41.15951,41.087097,43.87283,43.727654,45.37195,42.519352
6df350974,30.691736,27.630032,30.71332,30.02154,29.388205,30.836529,29.202026,30.80196,30.227829,28.753286
249112486,34.598892,36.129627,32.604774,34.03634,35.461506,35.983658,35.286312,36.040005,33.947834,35.134743
8f85e69ee,29.447996,28.407911,26.214323,28.206114,28.214935,27.104456,26.947004,29.540909,27.513418,28.969202
b243b8e93,36.997593,35.50858,35.088177,36.404896,34.56833,38.091564,36.750908,36.47995,35.75838,37.228577
89523a695,47.09943,45.574223,43.684216,44.04156,45.457466,45.71271,45.421444,45.49329,47.350506,44.23343
4f0eacbdd,29.43286,29.125315,31.12599,31.100645,29.900265,30.326674,29.59092,29.901642,30.657864,30.813637
b5fcc079e,48.409683,48.162468,48.79869,50.352413,49.157112,49.70406,48.399704,54.425667,52.65786,49.128666
53976b229,31.135868,31.604158,32.782383,33.499023,33.06199,32.952267,33.098133,34.8771,33.396523,32.510124
f4ed1a08e,29.931581,30.571064,29.1715,29.86395,28.751097,29.513008,28.915443,29.670704,29.105564,28.381187
2f3227612,28.978718,29.200161,28.785059,28.805859,26.809015,28.768274,28.26216,30.345572,28.83439,28.338013
ba66a7a82,48.008644,48.375313,47.815453,48.264915,49.25336,48.823944,48.305817,47.238144,48.196247,47.194122
d4e83ee5b,37.651283,38.222244,36.41769,43.406082,35.554874,38.740597,38.32821,39.07431,38.12129,41.326443
00a1f270a,35.96507,37.934483,37.4049,39.98051,35.82436,36.11805,36.92105,37.34823,39.81925,37.09402
74e316be1,33.961445,32.49343,32.693462,33.545258,32.998474,35.37365,33.80088,33.679344,33.388565,34.02304
039509c40,44.6164,47.44958,45.208015,44.64935,44.302532,47.515972,48.116814,49.046032,46.27931,44.52055
eeb60466e,57.9696,57.163322,56.149803,56.508385,56.791454,56.845474,58.126663,53.68759,58.70458,54.17325
c6cdbebfa,35.229805,34.90747,32.448013,36.890057,35.247192,35.52058,36.43697,35.568737,32.688755,35.054733
82137b39f,33.73757,30.442286,31.01086,31.887642,32.789036,33.527927,33.068943,33.376427,33.02072,31.661171
28b64c198,27.709412,27.34534,29.497524,29.167223,27.714125,27.649181,27.882305,27.762884,25.295132,27.346172
f70251906,33.04984,32.86221,31.751453,33.396667,31.64528,33.78989,30.94522,31.11687,32.128178,37.30305
9d76ed82f,44.247196,45.69529,47.100815,46.55147,47.199593,45.456745,45.715107,45.934742,46.67496,45.4641
e83f846eb,36.78265,36.58833,35.440697,38.759083,37.306778,40.372005,39.271877,38.040924,37.487823,39.049442
60b9421cc,38.0289,38.09908,36.46122,36.672974,36.0725,37.2833,37.89472,36.790386,37.577362,37.094433
72a7cb335,39.120804,39.35043,41.867382,44.297516,44.15836,41.844055,43.1346,41.465763,41.265305,41.14854
ae03f99f2,37.99597,38.12188,38.203712,39.929493,37.622257,39.594093,40.22847,38.855343,38.85729,38.00023
5a1010bca,39.864437,38.086857,35.568737,39.41117,37.731953,36.10913,39.254623,40.20781,37.072052,38.516308
6a5c652b5,42.55251,41.86364,37.17092,38.540398,39.76807,39.98533,40.96919,41.408463,40.111755,41.209785
706a9cd5c,59.14983,60.189037,57.40806,59.925365,58.21868,60.46663,56.652653,60.195934,58.360928,57.979984
62550cf78,44.91627,43.836983,42.01523,43.278866,42.151615,43.07938,41.452538,41.572174,43.660492,43.704395
701c5afba,53.327156,49.46187,49.522335,49.859882,54.491623,49.570362,50.60845,49.657257,51.108246,51.595222
d0fcfeb0f,33.812992,34.135075,34.7385,37.164833,33.585293,31.925621,34.762146,32.799343,34.50363,33.53821
7bce76c66,70.78674,75.04331,74.64667,70.97286,69.950195,65.7077,69.65788,72.42082,71.28646,72.31508
3b0b88ac2,72.45824,71.01373,75.88946,71.894485,68.18951,68.30488,71.270836,71.254555,70.7099,72.697945
a88d34ee3,68.17735,70.32223,66.80952,64.945915,66.73615,64.547066,64.1275,65.39483,66.88273,67.59059
061378b30,36.97117,35.791786,36.35729,35.33465,36.47637,35.530323,35.036774,37.28821,36.67537,36.821278
fc1457818,32.556408,30.98143,32.628086,32.815098,33.19235,32.25944,31.497017,33.97103,31.871748,32.639877
a27f0cc49,39.771698,39.262093,39.113113,42.08041,42.40686,40.152298,39.559532,39.611065,39.97275,38.84364
728c78b39,41.46048,43.64425,43.33306,46.968502,42.912292,40.305363,44.79449,42.157806,44.541332,41.815453
6c054c4ef,33.516388,30.940098,31.67706,33.025776,32.03009,32.17167,33.172287,32.015373,30.079714,32.683815
d5b9e0322,41.78154,43.108734,38.724075,38.239407,41.293915,38.54123,40.979576,39.991062,40.419518,41.11796
a2dc697f6,59.623367,58.468723,60.249184,57.77591,59.325813,58.503677,56.85467,57.780952,62.2513,58.558662
b04b200fa,40.601517,38.14644,37.673286,41.49529,39.420937,37.967293,39.547318,38.921623,39.095745,40.794315
be7b65c23,36.449566,33.98825,34.235806,31.298859,32.64395,33.50363,33.050644,33.97738,35.395897,34.858437
e37f4aa07,33.056553,30.97297,29.62409,31.469812,31.932995,32.923275,33.19695,31.601948,31.414932,32.296864
7de2f688b,39.412106,37.945766,37.189392,39.668797,39.27065,38.227768,37.65621,39.99768,39.1727,37.82226
e7020fa9a,49.337044,49.35287,47.14476,46.06394,46.86072,44.93992,47.16014,46.951023,47.624966,48.085136
