PetID,pf0,pf1,pf2,pf3,pf4,pf5,pf6,pf7,pf8,pf9
be9474b85,37.033993,35.737442,37.920776,35.77476,36.85346,38.651993,38.981796,37.623898,38.96089,37.09569
815f4cc08,35.87151,34.384464,34.0,33.692177,34.514942,33.685005,36.67412,36.025894,36.82261,35.578613
ec5069cf6,44.089085,44.689327,46.481544,47.002655,44.239746,47.196033,45.11981,45.864143,43.168457,46.30062
867308404,55.417244,54.290653,52.816273,54.913563,58.025986,50.867958,55.7813,54.850204,54.35667,52.482998
e9df3ead7,31.434864,34.926014,33.53332,34.064163,34.485455,32.999,36.151035,33.09308,34.836563,36.54837
258667857,47.23225,43.09004,46.813988,44.701046,45.27883,48.43757,45.866386,45.936356,47.032055,44.859528
fd3172797,62.44742,63.387577,65.35093,63.09271,61.192356,59.585648,62.66739,61.991264,58.509262,60.292805
8df0bb3b3,48.507362,44.798878,48.110348,47.168793,48.858566,48.11487,47.938595,49.65724,46.11435,49.029625
3d0752cd9,38.679527,38.477333,38.081688,36.709343,35.784386,35.973755,38.56337,39.765198,38.386513,36.006714
22051ab84,28.546396,29.958797,31.152401,33.031822,31.345072,32.044487,31.793482,32.514183,32.04157,33.86927
370fe2afb,43.02302,41.87194,38.115406,41.953312,38.313957,37.07301,39.176594,37.359356,37.04501,40.4387
dd308e46b,30.078087,29.922829,31.92386,32.05471,30.611435,30.164915,31.10908,31.349499,31.086367,30.399387
6a763a055,46.481655,44.83995,42.86404,43.221622,43.58078,43.211746,43.106583,44.79391,42.090298,42.19918
5e4154870,38.683712,38.931877,41.88344,40.486473,42.125626,40.665974,42.577003,44.043453,43.21262,45.657177
a44d42407,61.034565,63.630623,60.40005,59.402664,62.938316,58.06926,64.12928,62.496197,61.70809,60.28579
cc8401c02,30.352732,32.679688,32.619812,31.74716,26.255945,34.88169,32.882545,33.6082,29.816618,29.412144
0f24b6cd6,34.175205,33.638863,32.294765,36.116222,36.812374,35.068405,37.24043,33.599064,35.05298,36.144535
49bb70e36,43.49975,45.260098,44.267498,47.814575,45.14174,44.55672,45.475426,46.495922,45.397354,44.58143
43ddb2eb4,45.356457,44.567753,44.312687,49.15309,45.934124,45.172222,43.883003,44.160355,46.213028,47.62475
dae92dd61,66.90869,70.57503,68.536446,69.631615,71.626144,64.37454,66.0749,67.047516,68.49599,64.01333
a6ac8884b,40.87371,42.68177,40.729347,40.72641,38.49742,40.730328,41.43925,41.77932,40.064228,40.332504
60ce9e319,31.196896,31.679817,33.437023,33.721897,31.923447,31.699127,32.523476,32.907166,31.239012,31.844133
5247209aa,29.98743,30.858034,30.004889,33.731766,31.191332,31.499344,33.168163,31.233559,31.28872,31.869337
19b1f4263,32.33625,30.320364,35.40989,33.44913,32.31459,34.24197,32.339478,32.170216,31.324572,32.24514
d50e11ec5,30.217747,30.282652,31.98631,32.537464,33.48617,30.5884,32.930447,31.088924,31.90081,30.273142
4407e70f3,32.14082,32.13814,31.980042,31.77843,31.892643,30.181223,32.329178,30.40244,32.994312,32.334095
27b6e5aca,27.263931,26.726934,27.683834,25.558304,24.066324,26.10645,27.64568,25.535843,26.706991,23.882957
80ebea85c,47.27568,45.705627,43.902313,45.238758,44.14448,45.510193,46.54158,46.305046,48.013172,50.548164
1bf1f95ef,26.606768,28.537586,29.441563,29.562887,28.632921,30.002304,30.415041,27.990135,29.476994,29.21215
cdab8ba8e,28.135538,30.171707,26.873404,31.133764,28.07588,30.452284,31.512142,29.870281,31.151379,30.6918
b84dad49f,27.522015,28.004343,25.849611,24.516764,23.8662,25.875568,29.397478,28.183083,26.251333,28.228075
f0a2122d4,30.92415,30.49919,29.640045,27.127638,29.431576,31.412033,31.842443,29.788689,30.436623,30.913094
1104fe6bb,45.54,46.74844,45.35785,45.41008,43.13907,45.423103,44.642536,46.7483,45.285545,45.342903
46d88ca3e,59.052704,57.48449,63.436867,60.638107,54.3656,57.601864,58.14151,59.403366,59.40081,58.444946
b99d5d532,32.235596,32.94794,31.514072,32.017075,32.460613,32.480534,33.38536,34.58058,32.406094,33.092556
b9429dc85,48.466507,47.039474,48.227467,49.49996,44.08367,48.25422,46.6897,50.182606,45.727524,49.7838
c61f6507e,58.658886,57.763798,59.165894,60.7346,58.84452,57.87772,57.680893,62.060474,58.178967,61.30162
e464fcd4b,54.06897,52.160538,50.978897,50.15851,51.255512,52.595837,51.348392,53.07701,49.67711,53.79668
86379f12f,52.169373,51.09197,52.009827,55.97793,56.68437,51.935448,52.432655,49.616165,52.55949,54.339146
55fcdea2f,38.20123,38.92662,37.7433,40.951187,36.762344,38.282604,40.886017,40.67451,38.312466,39.181633
392d3346e,37.194466,37.053986,35.860455,35.3969,36.007946,36.9616,38.55115,37.50291,37.20845,36.697
33db028cb,38.167656,39.4512,36.35347,38.67372,37.888527,39.139576,39.345203,39.265118,38.449512,37.507393
35c0c3aca,33.20187,31.712809,32.785694,32.80696,31.562138,33.73543,33.30163,30.05017,33.222843,31.258118
d080818c3,40.88602,42.301445,43.174915,41.85133,39.986263,38.443604,42.6974,43.87638,41.884018,42.745968
6f0cb510a,38.229458,37.041233,37.12633,35.741024,34.95342,35.38976,38.49259,37.80075,36.217575,37.004124
61ac3c78c,43.45235,42.97779,42.520626,42.232113,41.66725,40.52878,44.43495,40.881813,40.7074,42.839596
368b2adc1,34.236248,32.62929,33.005592,34.9562,33.986095,36.435787,36.0448,35.316605,35.246967,33.65181
2e4c1faf7,35.722042,34.179504,37.99056,37.796844,37.978897,36.270985,37.11174,39.71381,35.58294,35.99402
a85a1c8c3,29.221869,28.119888,29.69444,28.510996,31.168423,28.430275,31.256012,29.94017,31.377226,30.238825
25c7d6c3b,37.84481,36.057335,34.515743,39.094753,36.632458,38.87124,37.230923,38.693665,38.79988,35.80337
0b819602d,31.802515,30.856007,35.768543,34.32464,34.27709,33.791595,32.812923,33.02578,34.311493,33.27556
4c594983d,25.63214,26.44222,27.237913,25.483746,25.648365,27.033457,27.554304,25.019764,27.443214,26.52464
05f99fc56,40.169746,38.988888,38.32615,38.83753,39.7955,40.090683,40.359188,38.90177,39.74644,40.260826
1dfadc371,24.788942,23.467714,25.317686,25.110731,24.655098,25.078619,26.456842,23.730783,26.239985,25.469975
6d9b202c9,35.425404,34.602486,35.781624,35.27483,33.971004,37.847786,36.080868,35.787247,35.723633,38.058342
54791dc58,42.975174,41.89601,40.451565,42.159122,44.6565,42.748188,43.483593,41.927116,41.001537,41.013634
b36616178,26.47019,27.283112,27.220387,27.930006,28.618134,28.565437,29.08277,31.282213,29.155382,29.19108
2ac4dd8c2,37.45455,38.432102,41.239964,38.017746,39.20632,38.35563,42.277336,40.770226,38.04064,39.833878
29f54c6ff,37.722862,37.0924,37.332806,36.374836,35.35978,36.11918,36.78998,37.720997,37.69265,35.921368
48b418070,35.190994,34.99306,35.989304,35.855568,36.031143,35.897026,37.482788,35.24755,36.251087,37.147324
c7eac7b01,31.030046,33.881042,33.699017,33.38215,33.68874,32.84653,31.906921,32.13288,33.36211,33.299225
8e0d65b3e,49.728436,49.369354,45.823334,49.97444,43.373955,46.04742,46.089855,47.47443,47.303513,52.26332
9a34ddc8b,31.910578,29.466475,30.684895,29.18936,28.822834,29.419067,31.793022,29.819166,31.453524,28.425247
ff9f62e79,23.77497,23.626678,24.004211,25.258118,24.42555,24.86183,25.203053,23.88244,25.292393,25.212103
4a6ee5d02,28.7911,30.43809,30.809938,28.666756,28.88155,29.826805,30.37628,29.309061,29.090363,31.104881
474bccd75,43.228107,44.378506,44.339634,44.59807,43.880928,42.36604,44.326008,45.88174,41.345932,45.063633
e4abb93bf,41.461056,44.645,43.27949,41.931915,44.04011,44.19525,45.07301,42.561897,43.530663,41.773563
120805f93,37.86518,41.86798,36.68024,37.579666,37.825974,35.50888,38.548267,39.129555,39.016594,37.636513
2acf3fdce,39.49329,41.8077,38.57809,35.90128,36.76252,37.174583,39.122368,38.338634,37.9689,40.844654
e1ecc1b26,31.924427,32.291634,28.909111,32.46775,32.950775,32.16568,34.34459,31.62773,32.15679,31.756084
a8cdba660,47.91409,45.719658,43.121346,44.679928,44.920765,41.209114,47.435413,47.143272,45.75549,44.603764
9bcd62ef1,44.36023,44.002186,42.91673,39.828945,42.48062,42.39919,43.144234,43.54538,41.10961,44.831272
c3f2f166d,34.094944,32.112213,31.845644,31.576168,27.884924,31.291468,33.519363,33.22104,30.944931,30.602419
687e9c33c,33.272514,31.620302,32.43671,34.57638,31.503326,32.14808,35.474743,32.486217,34.495186,33.166264
bb5f471dd,40.18397,37.175034,37.512096,38.176857,40.047802,38.539055,38.96658,37.12659,38.87583,39.510696
0aaf6976a,42.377777,40.93583,40.99762,40.927578,42.38774,41.14679,42.167107,43.63458,41.04648,43.185112
45600eaab,33.835876,33.64776,35.41301,36.056896,34.66175,34.300728,35.62428,34.87658,34.557957,32.55856
dcba09ff1,38.797195,37.11152,39.315292,38.252033,38.46623,35.702797,42.44956,38.798027,37.826496,36.523735
d7f938acd,31.910599,31.865316,33.002983,29.853064,31.342857,30.538904,31.985416,30.500784,33.645176,29.85834
ea11b6f12,49.59681,50.02456,51.296085,48.63188,48.296803,49.601368,50.504375,53.85807,48.197536,52.366447
3332eb59c,46.795197,45.373726,42.09638,43.64433,40.809387,43.43482,44.689285,47.259205,44.90475,44.9483
594e3dc3f,38.61481,38.384186,35.032753,39.06346,36.33441,38.42963,37.483433,37.053215,36.17542,37.995193
fbb112b7e,40.79678,36.39455,41.82779,39.665592,38.625282,37.284008,40.946342,43.40254,38.979588,38.006233
d14d62508,55.61571,55.07214,54.40483,53.70479,54.146366,54.61165,56.064552,54.832363,54.482227,51.084835
5de61cf6b,31.785572,32.142002,33.006893,33.22514,33.312904,33.93697,32.76228,33.96228,32.473885,33.46699
b9590d4de,45.38073,44.43237,41.27608,42.44525,42.718132,43.257748,45.45997,44.659622,44.03706,43.843506
747c82f83,46.344997,45.636784,43.413364,43.11494,47.374916,44.354076,45.77027,43.337433,43.542976,45.744072
3004c3401,24.481062,24.27885,23.389118,23.9856,24.922712,24.113594,25.794807,24.369795,23.813953,24.958519
c737c30d7,35.213142,34.03397,35.7606,36.355556,34.36859,34.950226,36.037346,35.137314,34.981655,33.091972
03b0568b3,33.756058,32.69388,32.96747,32.63616,33.05678,32.919376,34.3683,34.43234,33.307438,32.698723
987baa1c7,31.799936,32.493053,33.9983,37.840023,35.047817,34.76698,34.297962,34.299515,34.139027,33.107544
70b3d1f9c,24.021362,24.652016,24.394968,24.53241,25.620512,25.725788,27.216213,25.694847,23.430828,23.697784
27456ec0f,34.369583,32.66159,33.014122,34.453117,32.759987,31.910625,33.458668,34.263493,33.203632,32.168396
5c28a8cec,36.04481,34.203304,32.988434,32.24638,30.842054,32.282703,35.35735,34.621746,34.05063,35.086597
2c8ae4c7e,39.55356,36.171505,35.315174,38.159893,34.989784,36.578568,37.28125,35.70686,35.62469,37.726055
cd7bea671,39.252495,37.81528,38.458736,35.336304,39.383522,37.498238,40.079273,39.86058,40.596493,38.58161
7bda94ad0,31.69111,30.254066,29.069609,30.786139,31.355816,31.329302,32.7786,30.732286,31.212383,31.71519
ab4b4681b,29.98242,34.532078,31.517168,32.91323,34.33029,34.309227,33.908493,34.141426,34.637188,34.527294
aa189a931,43.745293,45.21876,45.316338,46.10443,44.275578,43.692425,46.607033,44.51208,43.51291,45.929058
d0bc14f47,32.600887,33.945198,29.565292,34.078854,31.545275,33.664577,33.631622,32.615482,34.25518,32.406216
3b4a987ba,52.509666,58.503853,56.83565,58.12579,52.469547,52.748554,54.533897,53.453964,51.801556,54.689323
1bbb46822,52.447407,51.471073,52.28014,51.402813,51.705753,49.729424,52.414196,52.548546,51.377773,50.532375
5c546c236,28.648108,28.32719,30.160898,31.378633,28.670607,30.092108,30.09387,30.160702,29.585733,29.775736
702bee848,43.90107,43.782215,43.092003,41.9511,43.255222,43.168934,45.375366,44.56781,41.65849,39.812008
66757255c,25.511507,23.926847,26.693722,25.101027,21.061722,25.1999,29.29675,25.479937,24.14017,20.090467
0b0f596b5,47.78617,46.34263,46.462227,46.855183,48.66045,47.06559,48.07285,45.91737,49.6705,49.117233
938bcf142,41.802715,42.06609,42.21606,41.82924,39.114857,41.42958,42.889572,42.701443,41.197487,43.189854
bea72e6c5,32.522385,32.6636,31.797358,35.063023,34.774036,32.663746,31.97349,33.32136,33.760143,32.645195
52e555a3a,63.376034,62.35089,63.7389,64.28425,63.823654,62.37812,63.690155,63.964443,63.502544,64.48725
3998bcfec,34.127502,30.51023,33.771618,34.374023,32.236855,30.614317,33.832954,34.332687,31.486181,32.92433
e62e5aa26,27.74601,26.560152,26.229229,27.322418,26.161572,27.0091,28.32311,26.293198,28.27636,26.309338
933e0a3e8,31.398184,22.493965,26.169855,30.486685,27.530502,27.437767,29.125187,30.355755,25.6575,29.659199
1eb8a0278,73.45559,73.43296,75.72888,77.35065,72.93768,76.45972,73.39489,73.75617,73.714195,73.2938
d5df16a32,29.665834,28.63015,32.108112,30.781242,29.047739,31.560398,31.045065,30.237967,31.451342,31.227716
06296e4e2,34.05321,31.105173,34.077934,36.187996,32.86875,34.89158,34.10391,34.447525,34.50999,32.88462
207d61997,67.21411,67.77683,70.10796,70.74497,66.10484,64.702515,67.81999,68.43187,66.22213,68.27446
38a81271c,33.93139,35.883842,33.104263,36.4368,33.81019,37.578884,35.10462,34.779163,34.77213,33.74559
65d10be4d,47.38758,47.041847,44.411568,45.261818,47.591137,45.04004,48.104507,47.665863,48.316322,45.87182
c7b468b32,45.376186,44.82322,43.255608,44.225727,44.472347,44.88051,44.686497,42.856255,44.40382,44.107292
6df350974,29.733044,31.076626,29.768063,31.336712,28.905497,29.695724,31.576046,29.181293,29.841665,30.689314
249112486,41.788914,39.727715,39.50631,38.513454,41.049664,41.15557,43.685814,41.200863,41.75272,38.938435
8f85e69ee,28.466412,28.540352,25.029474,27.939966,27.057213,27.23265,28.309986,28.45336,28.579933,28.062878
b243b8e93,37.56236,37.05557,36.534477,35.730507,32.032383,33.07354,36.927086,34.440353,34.91527,33.51395
89523a695,46.9716,46.721382,47.21612,45.532436,47.647766,44.095577,46.842228,45.66552,46.273006,48.33661
4f0eacbdd,27.093369,28.893867,29.990683,29.337057,29.88694,31.004196,30.204483,30.02969,30.369278,29.438644
b5fcc079e,53.942818,57.066525,54.33018,56.18512,51.953514,55.172302,55.230766,56.67532,54.82878,52.335403
53976b229,31.323889,32.33348,32.603443,33.1232,34.973705,30.260843,35.59543,33.434288,35.506226,30.001184
f4ed1a08e,29.214489,28.728088,29.862413,31.940533,27.82917,32.605175,31.350767,30.199656,31.58588,30.286642
2f3227612,28.718937,27.79198,28.969055,27.508215,28.57424,29.709625,28.473082,29.497265,30.415121,28.904
ba66a7a82,47.15044,49.459816,47.54038,45.53416,44.931698,46.480957,50.031548,48.294857,46.02038,44.93676
d4e83ee5b,37.006737,36.465702,36.62189,38.48851,34.135834,39.606735,34.262493,34.026596,36.003902,38.008904
00a1f270a,29.694834,32.026787,30.128633,30.188787,31.247261,30.151398,32.553844,33.764454,32.36432,29.109642
74e316be1,33.415936,32.117996,33.88884,33.32439,32.384888,32.231594,35.557278,32.69896,34.565018,32.801006
039509c40,49.862476,52.996105,49.501995,47.700874,50.910152,48.81816,51.12327,51.200996,46.95107,49.03983
eeb60466e,51.36456,52.573895,50.75018,52.703827,52.079453,51.828342,52.52164,52.40065,51.78463,53.485466
c6cdbebfa,34.421055,32.469578,33.20104,34.233116,32.202065,33.362526,34.076603,33.802452,34.24001,34.348087
82137b39f,27.69758,27.113182,28.352196,27.85314,26.976788,28.967316,30.12291,27.141624,27.964243,27.42478
28b64c198,24.564636,24.665768,25.715525,22.480831,25.073477,23.218407,25.412727,24.652002,24.799417,26.147655
f70251906,32.387226,32.4464,35.31793,33.856316,30.811115,34.316383,34.11013,34.08355,35.573334,28.427101
9d76ed82f,35.78225,34.93337,35.993877,40.961468,37.133793,39.198856,38.129494,36.3944,37.913383,39.38823
e83f846eb,37.706696,33.006004,34.37252,35.088203,31.09622,33.712727,36.874992,38.705353,33.069355,33.51788
60b9421cc,42.363487,41.364304,40.96403,44.50544,40.9507,42.89422,41.08308,40.010895,42.309677,40.368263
72a7cb335,38.291542,39.687916,37.681976,41.74058,41.662525,40.671566,38.504425,38.46801,38.863533,39.233543
ae03f99f2,42.2243,42.69607,42.35331,42.86913,43.744324,42.507355,43.814617,43.070023,42.199368,45.62686
5a1010bca,29.324123,29.286839,29.942348,30.350697,28.815994,30.876879,29.648804,28.77052,29.695166,29.453281
6a5c652b5,41.21688,39.625515,39.543755,39.454697,42.06882,39.342472,43.65249,38.62612,42.409115,42.195946
706a9cd5c,58.77832,61.64896,62.368088,63.440384,58.20892,56.780594,60.098278,63.856297,58.68457,61.503506
62550cf78,38.96445,39.056694,36.173725,38.56257,37.004948,37.206356,37.276367,38.846283,36.62613,35.57336
701c5afba,48.434837,48.316948,49.614952,47.6949,46.226025,47.180157,46.664707,50.49498,47.65496,48.98337
d0fcfeb0f,33.313145,32.562794,36.07186,36.406563,33.125618,35.421543,32.642345,34.19976,34.42637,33.82363
7bce76c66,76.03907,76.23758,76.31976,78.2586,74.47249,77.34883,76.491806,74.15264,77.38716,74.072266
3b0b88ac2,79.24022,75.55097,74.90589,78.597664,73.77017,73.307335,71.987076,71.904366,71.35956,74.774475
a88d34ee3,70.38163,69.60135,71.50938,70.306656,69.055885,69.396194,69.14323,67.79549,66.83129,70.984245
061378b30,38.13309,39.080708,37.718166,35.98622,37.033096,35.416286,38.947887,37.156845,36.88183,38.242294
fc1457818,30.20375,29.306284,29.473576,31.403387,29.252869,29.85026,30.585236,29.556639,31.186092,31.667826
a27f0cc49,40.81052,47.782185,40.02238,38.670643,39.766113,40.95335,41.410156,42.694565,42.731415,40.439884
728c78b39,42.526787,43.004177,44.338722,42.154343,42.40357,44.388954,41.252537,42.491943,43.30571,47.888176
6c054c4ef,27.748606,27.25808,29.331648,30.411837,30.634027,28.224457,30.919876,27.483454,27.517834,27.911346
d5b9e0322,37.323296,37.405224,37.037243,35.75651,34.082176,34.994686,39.54206,35.581966,35.978905,35.15228
a2dc697f6,55.828594,55.464863,58.696278,54.916256,54.485107,57.318687,54.08469,58.97363,56.36705,58.065838
b04b200fa,38.137074,38.81273,38.710567,40.497353,36.576878,38.100506,40.91081,40.41942,42.00324,40.298668
be7b65c23,36.284676,36.502876,36.036377,33.764267,34.323578,38.556667,36.80506,35.352566,37.23129,36.320072
e37f4aa07,31.455612,30.88449,28.258593,30.781708,28.052273,29.724773,32.17988,30.889446,30.106682,30.412024
7de2f688b,34.536247,32.8577,33.86507,32.238846,33.60249,32.558666,34.07321,31.838676,32.70782,33.240345
e7020fa9a,46.073387,45.838253,45.875378,44.209824,46.624123,43.695656,47.062794,46.549095,45.787834,48.51966
